,dense,channel,extract_num,error,encoding_t,sampling_t,extract_t,compare_t,total_t,calc_total
16,64,32,1.0,0,0.005,1.304,0.096,36.522,38.228,36.618
16,128,32,0.1,0,0.009,1.419,0.102,6.162,7.985,6.264
16,128,32,1.0,0,0.01,1.421,0.102,36.436,38.274,36.538
16,256,32,0.1,0,0.021,1.686,0.115,5.98,8.097,6.095000000000001
16,256,32,1.0,0,0.017,1.69,0.117,36.452,38.58,36.569
4,64,32,0.1,0,0.005,1.302,0.096,5.983,7.683,6.079
4,64,32,1.0,0,0.005,1.296,0.095,36.515,38.214,36.61
4,128,32,0.1,0,0.009,1.42,0.101,6.187,8.012,6.288
4,128,32,1.0,0,0.013,1.412,0.101,36.395,38.229,36.496
4,256,32,0.1,0,0.021,1.688,0.113,5.894,8.012,6.007000000000001
4,256,32,1.0,0,0.017,1.696,0.114,36.619,38.748,36.733
256,64,32,0.1,0,0.005,1.296,0.097,6.05,7.75,6.147
256,64,32,1.0,0,0.005,1.284,0.097,36.498,38.456,36.595
256,128,32,0.1,0,0.009,1.411,0.104,5.888,7.75,5.992
256,128,32,1.0,0,0.009,1.407,0.104,36.44,38.308,36.544
256,256,32,0.1,0,0.019,1.684,0.119,6.046,8.204,6.165
256,256,32,1.0,0,0.017,1.685,0.118,36.646,38.818,36.764
64,64,32,0.1,0,0.005,1.29,0.097,5.837,7.566,5.934
64,64,32,1.0,0,0.005,1.312,0.097,36.764,38.529,36.861
64,128,32,0.1,0,0.009,1.419,0.104,5.882,7.751,5.986
64,128,32,1.0,0,0.009,1.422,0.104,36.57,38.453,36.674
64,256,32,0.1,0,0.019,1.677,0.118,6.157,8.308,6.275
64,256,32,1.0,0,0.017,1.683,0.117,36.333,38.501,36.45
16,64,32,0.1,0,0.005,1.288,0.097,5.857,7.583,5.954000000000001
16,64,32,1.0,0,0.005,1.291,0.097,36.602,38.345,36.699
16,128,32,0.1,0,0.009,1.408,0.104,5.833,7.688,5.937
16,128,32,1.0,0,0.009,1.416,0.105,36.647,38.528,36.752
16,256,32,0.1,0,0.021,1.669,0.118,5.843,7.988,5.961
16,256,32,1.0,0,0.019,1.656,0.117,36.457,38.602,36.574
4,64,32,0.1,0,0.005,1.3,0.097,6.096,7.838,6.1930000000000005
4,64,32,1.0,0,0.005,1.292,0.097,36.478,38.217,36.575
4,128,32,0.1,0,0.01,1.417,0.104,5.796,7.669,5.9
4,128,32,1.0,0,0.009,1.418,0.104,36.633,38.506,36.737
4,256,32,0.1,0,0.021,1.668,0.118,5.816,7.965,5.934
4,256,32,1.0,0,0.019,1.671,0.118,36.62,38.772,36.738
256,64,32,0.1,0,0.005,1.24,0.104,6.029,7.722,6.133
256,64,32,1.0,0,0.005,1.237,0.102,36.594,38.287,36.696
256,128,32,0.1,0,0.009,1.354,0.111,6.086,7.899,6.197
256,128,32,1.0,0,0.009,1.35,0.111,36.655,38.474,36.766
256,256,32,0.1,0,0.019,1.619,0.13,5.768,7.878,5.898
256,256,32,1.0,0,0.017,1.615,0.13,36.724,38.831,36.854
64,64,32,0.1,0,0.005,1.234,0.103,5.78,7.462,5.883
64,64,32,1.0,0,0.005,1.23,0.102,36.726,38.408,36.828
64,128,32,0.1,0,0.01,1.36,0.111,6.032,7.853,6.143
64,128,32,1.0,0,0.009,1.351,0.112,36.575,38.39,36.687000000000005
64,256,32,0.1,0,0.019,1.624,0.131,5.768,7.886,5.899
64,256,32,1.0,0,0.017,1.607,0.13,36.723,38.819,36.853
16,64,32,0.1,0,0.005,1.233,0.103,5.766,7.45,5.869
16,64,32,1.0,0,0.006,1.233,0.103,36.731,38.42,36.834
16,128,32,0.1,0,0.01,1.354,0.111,5.779,7.592,5.89
16,128,32,1.0,0,0.009,1.346,0.111,36.434,38.244,36.545
16,256,32,0.1,0,0.021,1.603,0.13,6.073,8.168,6.203
16,256,32,1.0,0,0.017,1.617,0.13,36.563,38.675,36.693000000000005
4,64,32,0.1,0,0.005,1.232,0.102,5.757,7.436,5.859
4,64,32,1.0,0,0.005,1.227,0.102,36.636,38.317,36.738
4,128,32,0.1,0,0.009,1.35,0.111,5.815,7.623,5.926
4,128,32,1.0,0,0.009,1.347,0.111,36.379,38.19,36.49
4,256,32,0.1,0,0.021,1.613,0.13,6.154,8.257,6.284
4,256,32,1.0,0,0.017,1.614,0.129,36.275,38.388,36.404
256,64,32,0.1,0,0.005,1.273,0.1,6.029,7.973,6.129
256,64,32,1.0,0,0.005,1.264,0.099,36.393,38.113,36.492
256,128,32,0.1,0,0.013,1.389,0.107,5.864,7.72,5.971
256,128,32,1.0,0,0.009,1.377,0.107,36.428,38.275,36.535
256,256,32,0.1,0,0.019,1.653,0.123,5.956,8.092,6.079000000000001
256,256,32,1.0,0,0.017,1.645,0.123,36.292,38.429,36.415
64,64,32,0.1,0,0.005,1.266,0.099,6.196,7.912,6.295
64,64,32,1.0,0,0.005,1.267,0.099,36.275,37.994,36.374
64,128,32,0.1,0,0.009,1.379,0.107,5.975,7.812,6.082
64,128,32,1.0,0,0.009,1.381,0.107,36.491,38.336,36.598
64,256,32,0.1,0,0.019,1.654,0.123,5.908,8.048,6.031000000000001
64,256,32,1.0,0,0.017,1.653,0.123,36.337,38.483,36.46
16,64,32,0.1,0,0.005,1.258,0.099,6.076,7.783,6.175
16,64,32,1.0,0,0.005,1.264,0.1,36.364,38.086,36.464
16,128,32,0.1,0,0.01,1.377,0.107,6.022,7.857,6.129
16,128,32,1.0,0,0.009,1.375,0.107,36.437,38.282,36.544
16,256,32,0.1,0,0.019,1.646,0.123,5.769,7.897,5.892
16,256,32,1.0,0,0.019,1.634,0.123,36.682,38.809,36.805
4,64,32,0.1,0,0.005,1.263,0.099,5.794,7.504,5.893
4,64,32,1.0,0,0.005,1.256,0.099,36.43,38.141,36.529
4,128,32,0.1,0,0.01,1.381,0.106,6.101,7.937,6.207
4,128,32,1.0,0,0.009,1.375,0.107,36.327,38.172,36.434
4,256,32,0.1,0,0.019,1.643,0.124,5.792,7.919,5.916
4,256,32,1.0,0,0.019,1.638,0.124,36.574,38.708,36.698
256,64,32,0.1,0,0.005,1.215,0.104,6.037,7.71,6.141
256,64,32,1.0,0,0.005,1.226,0.105,36.376,38.293,36.481
256,128,32,0.1,0,0.009,1.338,0.113,5.843,7.645,5.956
256,128,32,1.0,0,0.009,1.337,0.113,36.386,38.198,36.499
256,256,32,0.1,0,0.019,1.594,0.133,6.029,8.118,6.162
256,256,32,1.0,0,0.017,1.594,0.132,36.373,38.465,36.505
64,64,32,0.1,0,0.005,1.212,0.103,5.804,7.47,5.907
64,64,32,1.0,0,0.005,1.214,0.103,36.627,38.3,36.73
64,128,32,0.1,0,0.01,1.343,0.113,5.74,7.546,5.853000000000001
64,128,32,1.0,0,0.009,1.331,0.114,36.365,38.167,36.479
64,256,32,0.1,0,0.019,1.602,0.133,6.041,8.14,6.174
64,256,32,1.0,0,0.017,1.595,0.134,36.484,38.579,36.618
16,64,32,0.1,0,0.005,1.218,0.104,5.736,7.408,5.84
16,64,32,1.0,0,0.005,1.215,0.104,36.671,38.343,36.775
16,128,32,0.1,0,0.009,1.329,0.113,5.771,7.571,5.884
16,128,32,1.0,0,0.009,1.334,0.112,36.375,38.179,36.487
16,256,32,0.1,0,0.021,1.592,0.133,6.069,8.163,6.202
16,256,32,1.0,0,0.017,1.599,0.133,36.414,38.508,36.547
4,64,32,0.1,0,0.005,1.214,0.104,5.752,7.424,5.856
4,64,32,1.0,0,0.005,1.213,0.103,36.622,38.295,36.725
4,128,32,0.1,0,0.009,1.333,0.112,5.716,7.514,5.828
4,128,32,1.0,0,0.009,1.336,0.113,36.629,38.439,36.742
4,256,32,0.1,0,0.019,1.598,0.132,5.807,7.898,5.939
4,256,32,1.0,0,0.017,1.597,0.132,36.295,38.394,36.427
256,64,32,0.1,0,0.005,1.32,0.093,6.089,7.854,6.182
256,64,32,1.0,0,0.005,1.321,0.093,36.313,38.084,36.406000000000006
256,128,32,0.1,0,0.009,1.436,0.097,6.111,7.996,6.208
256,128,32,1.0,0,0.009,1.44,0.097,36.235,38.13,36.332
256,256,32,0.1,0,0.019,1.715,0.107,5.858,8.045,5.965
256,256,32,1.0,0,0.017,1.707,0.107,36.48,38.66,36.587
64,64,32,0.1,0,0.005,1.336,0.092,5.86,7.645,5.952
64,64,32,1.0,0,0.005,1.322,0.092,36.18,37.947,36.272
64,128,32,0.1,0,0.01,1.44,0.098,6.134,8.027,6.232
64,128,32,1.0,0,0.009,1.439,0.097,36.312,38.208,36.409
64,256,32,0.1,0,0.019,1.72,0.108,5.825,8.018,5.933
64,256,32,1.0,0,0.017,1.713,0.107,36.475,38.661,36.582
16,64,32,0.1,0,0.005,1.319,0.093,5.795,7.553,5.888
16,64,32,1.0,0,0.005,1.317,0.092,36.261,38.023,36.353
16,128,32,0.1,0,0.009,1.445,0.098,6.1,7.993,6.198
16,128,32,1.0,0,0.009,1.439,0.097,36.211,38.105,36.308
16,256,32,0.1,0,0.019,1.713,0.107,5.949,8.137,6.056
16,256,32,1.0,0,0.017,1.708,0.107,36.441,38.621,36.548
4,64,32,0.1,0,0.005,1.329,0.093,5.954,7.728,6.047
4,64,32,1.0,0,0.005,1.321,0.092,36.143,38.143,36.235
4,128,32,0.1,0,0.009,1.44,0.097,5.971,7.863,6.0680000000000005
4,128,32,1.0,0,0.009,1.443,0.097,36.184,38.084,36.281
4,256,32,0.1,0,0.019,1.716,0.107,6.159,8.346,6.266
4,256,32,1.0,0,0.017,1.71,0.107,36.25,38.435,36.357
256,64,32,0.1,0,0.005,1.23,0.103,6.216,7.909,6.319
256,64,32,1.0,0,0.005,1.225,0.103,36.252,37.943,36.355
256,128,32,0.1,0,0.009,1.347,0.112,5.859,7.675,5.971
256,128,32,1.0,0,0.009,1.343,0.112,36.537,38.355,36.649
256,256,32,0.1,0,0.019,1.615,0.131,5.817,7.931,5.948
256,256,32,1.0,0,0.017,1.606,0.131,36.289,38.401,36.42
64,64,32,0.1,0,0.005,1.229,0.103,6.125,7.809,6.228
64,64,32,1.0,0,0.005,1.231,0.102,36.328,38.023,36.43
64,128,32,0.1,0,0.01,1.345,0.112,5.82,7.856,5.932
64,128,32,1.0,0,0.009,1.346,0.112,36.332,38.162,36.444
64,256,32,0.1,0,0.019,1.618,0.13,5.829,7.946,5.959
64,256,32,1.0,0,0.017,1.615,0.131,36.533,38.656,36.664
16,64,32,0.1,0,0.005,1.228,0.102,5.814,7.498,5.916
16,64,32,1.0,0,0.005,1.227,0.103,36.288,37.982,36.391
16,128,32,0.1,0,0.009,1.348,0.113,6.125,7.944,6.238
16,128,32,1.0,0,0.009,1.341,0.112,36.233,38.054,36.345
16,256,32,0.1,0,0.02,1.618,0.131,5.8,7.916,5.931
16,256,32,1.0,0,0.017,1.616,0.131,36.621,38.741,36.752
4,64,32,0.1,0,0.005,1.23,0.103,5.758,7.446,5.861
4,64,32,1.0,0,0.005,1.236,0.103,36.414,38.116,36.517
4,128,32,0.1,0,0.009,1.345,0.112,6.038,7.854,6.15
4,128,32,1.0,0,0.01,1.346,0.113,36.381,38.207,36.494
4,256,32,0.1,0,0.021,1.614,0.13,5.985,8.102,6.115
4,256,32,1.0,0,0.017,1.608,0.131,36.337,38.453,36.468
256,64,32,0.1,0,0.005,1.166,0.11,5.97,7.827,6.08
256,64,32,1.0,0,0.005,1.166,0.109,36.469,38.11,36.578
256,128,32,0.1,0,0.009,1.284,0.121,5.728,7.497,5.849
256,128,32,1.0,0,0.009,1.281,0.121,36.611,38.387,36.732
256,256,32,0.1,0,0.019,1.546,0.156,5.747,7.819,5.903
256,256,32,1.0,0,0.017,1.541,0.156,36.36,38.434,36.516
64,64,32,0.1,0,0.005,1.167,0.109,6.052,7.69,6.161
64,64,32,1.0,0,0.005,1.175,0.11,36.46,38.107,36.57
64,128,32,0.1,0,0.01,1.284,0.121,5.765,7.535,5.885999999999999
64,128,32,1.0,0,0.009,1.279,0.121,36.697,38.461,36.818000000000005
64,256,32,0.1,0,0.019,1.536,0.156,5.732,7.797,5.888
64,256,32,1.0,0,0.017,1.532,0.156,36.637,38.698,36.793
16,64,32,0.1,0,0.005,1.173,0.109,5.971,7.609,6.08
16,64,32,1.0,0,0.005,1.163,0.109,36.393,38.031,36.502
16,128,32,0.1,0,0.01,1.283,0.122,6.04,7.804,6.162
16,128,32,1.0,0,0.009,1.279,0.121,36.305,38.072,36.426
16,256,32,0.1,0,0.019,1.541,0.156,5.914,7.984,6.069999999999999
16,256,32,1.0,0,0.019,1.528,0.156,36.56,38.628,36.716
4,64,32,0.1,0,0.005,1.166,0.109,5.911,7.546,6.02
4,64,32,1.0,0,0.005,1.164,0.109,36.241,37.881,36.35
4,128,32,0.1,0,0.01,1.275,0.12,6.216,7.979,6.336
4,128,32,1.0,0,0.009,1.276,0.121,36.175,37.945,36.296
4,256,32,0.1,0,0.02,1.531,0.156,5.818,7.875,5.973999999999999
4,256,32,1.0,0,0.019,1.526,0.155,36.579,38.64,36.734
256,64,32,0.1,0,0.005,1.205,0.106,5.959,7.633,6.065
256,64,32,1.0,0,0.005,1.202,0.106,36.321,38.222,36.427
256,128,32,0.1,0,0.009,1.316,0.119,5.894,7.69,6.013
256,128,32,1.0,0,0.009,1.313,0.115,36.174,37.968,36.289
256,256,32,0.1,0,0.019,1.579,0.149,6.211,8.316,6.36
256,256,32,1.0,0,0.017,1.58,0.147,36.367,38.474,36.514
64,64,32,0.1,0,0.005,1.201,0.105,5.809,7.475,5.914000000000001
64,64,32,1.0,0,0.005,1.221,0.106,36.577,38.272,36.683
64,128,32,0.1,0,0.009,1.317,0.116,5.74,7.535,5.856
64,128,32,1.0,0,0.009,1.316,0.116,36.397,38.206,36.513
64,256,32,0.1,0,0.019,1.579,0.146,6.018,8.116,6.164
64,256,32,1.0,0,0.017,1.578,0.147,36.459,38.563,36.606
16,64,32,0.1,0,0.006,1.202,0.106,5.74,7.408,5.846
16,64,32,1.0,0,0.005,1.203,0.106,36.659,38.336,36.765
16,128,32,0.1,0,0.01,1.319,0.116,5.792,7.588,5.908
16,128,32,1.0,0,0.01,1.311,0.115,36.581,38.385,36.696000000000005
16,256,32,0.1,0,0.019,1.579,0.147,5.793,7.89,5.94
16,256,32,1.0,0,0.017,1.577,0.147,36.38,38.49,36.527
4,64,32,0.1,0,0.005,1.202,0.109,6.067,7.736,6.176
4,64,32,1.0,0,0.005,1.204,0.106,36.353,38.038,36.459
4,128,32,0.1,0,0.009,1.324,0.116,5.781,7.583,5.896999999999999
4,128,32,1.0,0,0.01,1.319,0.115,36.613,38.417,36.728
4,256,32,0.1,0,0.019,1.575,0.148,5.725,7.823,5.872999999999999
4,256,32,1.0,0,0.017,1.572,0.148,36.414,38.515,36.562000000000005
256,64,32,0.1,0,0.005,1.215,0.105,6.024,7.709,6.129
256,64,32,1.0,0,0.005,1.2,0.106,36.349,38.024,36.455
256,128,32,0.1,0,0.009,1.317,0.115,5.81,7.825,5.925
256,128,32,1.0,0,0.009,1.321,0.117,36.416,38.231,36.533
256,256,32,0.1,0,0.019,1.584,0.147,5.807,7.915,5.954000000000001
256,256,32,1.0,0,0.017,1.589,0.147,36.362,38.714,36.509
64,64,32,0.1,0,0.005,1.203,0.105,5.878,7.544,5.9830000000000005
64,64,32,1.0,0,0.005,1.197,0.105,36.355,38.029,36.46
64,128,32,0.1,0,0.009,1.326,0.115,6.052,7.865,6.167
64,128,32,1.0,0,0.009,1.317,0.115,36.324,38.135,36.439
64,256,32,0.1,0,0.019,1.587,0.148,5.784,7.891,5.932
64,256,32,1.0,0,0.017,1.58,0.148,36.656,38.761,36.804
16,64,32,0.1,0,0.005,1.206,0.105,5.756,7.426,5.861000000000001
16,64,32,1.0,0,0.005,1.207,0.106,36.402,38.082,36.508
16,128,32,0.1,0,0.009,1.316,0.115,6.0,7.793,6.115
16,128,32,1.0,0,0.009,1.317,0.115,36.452,38.253,36.567
16,256,32,0.1,0,0.019,1.579,0.148,5.744,7.85,5.892
16,256,32,1.0,0,0.017,1.579,0.148,36.696,38.803,36.844
4,64,32,0.1,0,0.005,1.198,0.105,5.73,7.399,5.835000000000001
4,64,32,1.0,0,0.005,1.197,0.105,36.591,38.257,36.696
4,128,32,0.1,0,0.01,1.335,0.115,5.702,7.522,5.817
4,128,32,1.0,0,0.009,1.309,0.115,36.468,38.26,36.583000000000006
4,256,32,0.1,0,0.021,1.58,0.146,6.01,8.116,6.156
4,256,32,1.0,0,0.017,1.578,0.147,36.517,38.616,36.664
256,64,32,0.1,0,0.005,1.278,0.098,6.059,8.024,6.157
256,64,32,1.0,0,0.005,1.275,0.101,36.33,38.077,36.431
256,128,32,0.1,0,0.009,1.401,0.105,5.778,7.649,5.883
256,128,32,1.0,0,0.009,1.395,0.105,36.582,38.457,36.687
256,256,32,0.1,0,0.019,1.671,0.119,5.842,8.008,5.960999999999999
256,256,32,1.0,0,0.017,1.681,0.123,36.287,38.469,36.41
64,64,32,0.1,0,0.005,1.276,0.098,6.108,7.841,6.206
64,64,32,1.0,0,0.005,1.282,0.097,36.268,38.012,36.365
64,128,32,0.1,0,0.009,1.402,0.106,5.795,7.669,5.901
64,128,32,1.0,0,0.012,1.396,0.105,36.608,38.482,36.713
64,256,32,0.1,0,0.019,1.664,0.12,5.778,7.942,5.898
64,256,32,1.0,0,0.017,1.666,0.12,36.282,38.446,36.402
16,64,32,0.1,0,0.005,1.275,0.098,6.043,7.78,6.141
16,64,32,1.0,0,0.005,1.277,0.098,36.339,38.08,36.437
16,128,32,0.1,0,0.009,1.398,0.105,5.927,7.797,6.032
16,128,32,1.0,0,0.01,1.39,0.104,36.533,38.401,36.637
16,256,32,0.1,0,0.019,1.666,0.122,5.923,8.089,6.045
16,256,32,1.0,0,0.017,1.666,0.12,36.279,38.444,36.399
4,64,32,0.1,0,0.005,1.275,0.098,6.193,7.929,6.291
4,64,32,1.0,0,0.005,1.273,0.097,36.205,37.944,36.302
4,128,32,0.1,0,0.009,1.393,0.105,6.21,8.081,6.315
4,128,32,1.0,0,0.009,1.393,0.105,36.218,38.092,36.323
4,256,32,0.1,0,0.019,1.669,0.124,5.914,8.087,6.037999999999999
4,256,32,1.0,0,0.017,1.662,0.121,36.545,38.709,36.666
256,64,32,0.1,0,0.005,1.219,0.103,6.016,7.711,6.119
256,64,32,1.0,0,0.005,1.227,0.103,36.772,38.476,36.875
256,128,32,0.1,0,0.009,1.345,0.112,5.808,7.633,5.92
256,128,32,1.0,0,0.009,1.342,0.112,36.363,38.2,36.475
256,256,32,0.1,0,0.02,1.614,0.131,6.081,8.207,6.212000000000001
256,256,32,1.0,0,0.017,1.607,0.131,36.363,38.488,36.494
64,64,32,0.1,0,0.005,1.221,0.103,5.785,7.475,5.888
64,64,32,1.0,0,0.005,1.23,0.103,36.584,38.288,36.687000000000005
64,128,32,0.1,0,0.012,1.357,0.113,5.829,7.666,5.942
64,128,32,1.0,0,0.009,1.338,0.113,36.289,38.342,36.402
64,256,32,0.1,0,0.019,1.6,0.131,5.917,8.032,6.048
64,256,32,1.0,0,0.017,1.604,0.131,36.411,38.534,36.542
16,64,32,0.1,0,0.005,1.223,0.103,6.13,7.825,6.233
16,64,32,1.0,0,0.005,1.227,0.103,36.325,38.033,36.428
16,128,32,0.1,0,0.009,1.337,0.112,5.886,7.707,5.998
16,128,32,1.0,0,0.009,1.337,0.112,36.566,38.396,36.678
16,256,32,0.1,0,0.019,1.614,0.133,5.871,8.0,6.004
16,256,32,1.0,0,0.017,1.61,0.132,36.378,38.506,36.51
4,64,32,0.1,0,0.005,1.225,0.103,6.116,7.81,6.218999999999999
4,64,32,1.0,0,0.005,1.244,0.109,36.345,38.066,36.454
4,128,32,0.1,0,0.009,1.34,0.111,5.799,7.623,5.91
4,128,32,1.0,0,0.009,1.337,0.112,36.628,38.452,36.74
4,256,32,0.1,0,0.021,1.602,0.131,5.714,7.828,5.845000000000001
4,256,32,1.0,0,0.019,1.596,0.133,36.848,38.961,36.981
256,64,32,0.1,0,0.005,1.183,0.108,5.955,7.618,6.063
256,64,32,1.0,0,0.005,1.189,0.108,36.249,38.138,36.357
256,128,32,0.1,0,0.009,1.298,0.119,5.966,7.753,6.085
256,128,32,1.0,0,0.009,1.297,0.119,36.185,37.978,36.304
256,256,32,0.1,0,0.019,1.559,0.152,6.218,8.31,6.37
256,256,32,1.0,0,0.017,1.558,0.152,36.258,38.352,36.41
64,64,32,0.1,0,0.005,1.185,0.108,5.808,7.469,5.916
64,64,32,1.0,0,0.005,1.182,0.109,36.908,38.574,37.017
64,128,32,0.1,0,0.01,1.299,0.119,5.683,7.473,5.802
64,128,32,1.0,0,0.009,1.303,0.121,36.479,38.278,36.6
64,256,32,0.1,0,0.019,1.559,0.151,5.997,8.092,6.148
64,256,32,1.0,0,0.017,1.556,0.151,36.431,38.524,36.582
16,64,32,0.1,0,0.005,1.186,0.107,5.724,7.383,5.831
16,64,32,1.0,0,0.005,1.183,0.107,36.812,38.476,36.919
16,128,32,0.1,0,0.01,1.298,0.118,5.717,7.504,5.835
16,128,32,1.0,0,0.01,1.299,0.118,36.738,38.54,36.856
16,256,32,0.1,0,0.019,1.558,0.152,5.688,7.776,5.84
16,256,32,1.0,0,0.017,1.551,0.151,36.645,38.736,36.79600000000001
4,64,32,0.1,0,0.005,1.184,0.107,5.991,7.651,6.098
4,64,32,1.0,0,0.005,1.185,0.108,36.609,38.274,36.717
4,128,32,0.1,0,0.01,1.299,0.117,5.732,7.522,5.849
4,128,32,1.0,0,0.01,1.312,0.118,36.768,38.575,36.886
4,256,32,0.1,0,0.019,1.558,0.151,5.717,7.809,5.867999999999999
4,256,32,1.0,0,0.017,1.553,0.151,36.579,38.669,36.73
256,64,32,0.1,0,0.005,1.219,0.104,6.011,7.708,6.115
256,64,32,1.0,0,0.005,1.213,0.107,36.559,38.254,36.666
256,128,32,0.1,0,0.009,1.348,0.113,5.847,7.907,5.960000000000001
256,128,32,1.0,0,0.009,1.34,0.113,36.428,38.257,36.541
256,256,32,0.1,0,0.019,1.594,0.133,5.743,7.859,5.876
256,256,32,1.0,0,0.017,1.604,0.133,36.57,38.927,36.703
64,64,32,0.1,0,0.005,1.222,0.104,5.862,7.559,5.966
64,64,32,1.0,0,0.005,1.232,0.103,36.602,38.313,36.705
64,128,32,0.1,0,0.009,1.336,0.113,5.936,7.758,6.049
64,128,32,1.0,0,0.009,1.34,0.114,36.692,38.523,36.806
64,256,32,0.1,0,0.019,1.596,0.134,5.751,7.866,5.885000000000001
64,256,32,1.0,0,0.017,1.605,0.134,36.786,38.91,36.92
16,64,32,0.1,0,0.005,1.22,0.104,5.905,7.601,6.009
16,64,32,1.0,0,0.005,1.226,0.104,36.483,38.192,36.587
16,128,32,0.1,0,0.009,1.347,0.114,6.178,8.014,6.292
16,128,32,1.0,0,0.009,1.337,0.113,36.413,38.246,36.526
16,256,32,0.1,0,0.019,1.605,0.133,5.999,8.123,6.132
16,256,32,1.0,0,0.017,1.6,0.133,36.574,38.695,36.707
4,64,32,0.1,0,0.005,1.233,0.103,5.971,7.679,6.074
4,64,32,1.0,0,0.005,1.235,0.104,36.46,38.177,36.564
4,128,32,0.1,0,0.01,1.557,0.113,5.972,8.015,6.085000000000001
4,128,32,1.0,0,0.009,1.345,0.113,36.41,38.25,36.523
4,256,32,0.1,0,0.019,1.606,0.133,6.124,8.245,6.257
4,256,32,1.0,0,0.017,1.601,0.133,36.532,38.658,36.665
256,64,32,0.1,0,0.005,1.24,0.102,6.193,7.91,6.295
256,64,32,1.0,0,0.005,1.246,0.101,36.46,38.189,36.561
256,128,32,0.1,0,0.009,1.371,0.11,5.922,7.779,6.032
256,128,32,1.0,0,0.01,1.374,0.11,36.455,38.324,36.565
256,256,32,0.1,0,0.019,1.627,0.129,5.975,8.113,6.103999999999999
256,256,32,1.0,0,0.017,1.623,0.128,36.337,38.479,36.465
64,64,32,0.1,0,0.005,1.241,0.101,6.172,7.886,6.273
64,64,32,1.0,0,0.005,1.241,0.101,36.446,38.168,36.547
64,128,32,0.1,0,0.009,1.36,0.109,5.837,7.679,5.946
64,128,32,1.0,0,0.01,1.363,0.11,36.469,38.327,36.579
64,256,32,0.1,0,0.019,1.627,0.127,5.839,7.98,5.966
64,256,32,1.0,0,0.017,1.622,0.127,36.314,38.455,36.441
16,64,32,0.1,0,0.005,1.241,0.101,6.028,7.742,6.129
16,64,32,1.0,0,0.005,1.246,0.101,36.246,37.97,36.347
16,128,32,0.1,0,0.009,1.363,0.11,5.779,7.625,5.889
16,128,32,1.0,0,0.01,1.36,0.109,36.501,38.355,36.61
16,256,32,0.1,0,0.019,1.623,0.128,5.802,7.938,5.93
16,256,32,1.0,0,0.017,1.622,0.127,36.303,38.445,36.43
4,64,32,0.1,0,0.005,1.257,0.101,6.068,7.797,6.169
4,64,32,1.0,0,0.005,1.245,0.101,36.304,38.031,36.405
4,128,32,0.1,0,0.009,1.359,0.109,5.778,7.62,5.887
4,128,32,1.0,0,0.01,1.361,0.109,36.539,38.398,36.648
4,256,32,0.1,0,0.019,1.625,0.128,5.778,7.915,5.906
4,256,32,1.0,0,0.017,1.628,0.128,36.278,38.428,36.406
256,64,32,0.1,0,0.005,1.216,0.104,5.986,7.681,6.09
256,64,32,1.0,0,0.005,1.22,0.104,36.539,38.245,36.643
256,128,32,0.1,0,0.011,1.335,0.113,6.045,7.872,6.158
256,128,32,1.0,0,0.009,1.338,0.113,36.491,38.326,36.604
256,256,32,0.1,0,0.019,1.595,0.134,5.775,7.888,5.909000000000001
256,256,32,1.0,0,0.017,1.591,0.134,36.627,38.744,36.761
64,64,32,0.1,0,0.005,1.217,0.104,5.733,7.423,5.837
64,64,32,1.0,0,0.005,1.213,0.103,36.552,38.252,36.655
64,128,32,0.1,0,0.011,1.331,0.114,6.07,7.891,6.184
64,128,32,1.0,0,0.009,1.327,0.113,36.313,38.142,36.426
64,256,32,0.1,0,0.019,1.596,0.133,5.761,7.879,5.894
64,256,32,1.0,0,0.017,1.596,0.133,36.606,38.726,36.739
16,64,32,0.1,0,0.005,1.216,0.103,5.733,7.427,5.835999999999999
16,64,32,1.0,0,0.005,1.211,0.103,36.655,38.35,36.758
16,128,32,0.1,0,0.009,1.332,0.114,6.028,7.852,6.142
16,128,32,1.0,0,0.009,1.33,0.113,36.586,38.412,36.699
16,256,32,0.1,0,0.019,1.595,0.134,5.688,7.807,5.822
16,256,32,1.0,0,0.017,1.593,0.133,36.875,38.994,37.008
4,64,32,0.1,0,0.005,1.218,0.104,5.732,7.43,5.836
4,64,32,1.0,0,0.005,1.211,0.103,36.567,38.263,36.67
4,128,32,0.1,0,0.011,1.331,0.114,6.065,7.891,6.179
4,128,32,1.0,0,0.009,1.329,0.113,36.646,38.472,36.759
4,256,32,0.1,0,0.019,1.591,0.133,5.701,7.814,5.834
4,256,32,1.0,0,0.017,1.59,0.132,36.876,38.991,37.008
256,64,32,0.1,0,0.005,1.21,0.104,5.992,7.689,6.096
256,64,32,1.0,0,0.005,1.215,0.104,36.751,38.454,36.855
256,128,32,0.1,0,0.009,1.333,0.113,5.756,7.586,5.869000000000001
256,128,32,1.0,0,0.009,1.329,0.113,36.569,38.399,36.682
256,256,32,0.1,0,0.02,1.587,0.135,6.073,8.189,6.208
256,256,32,1.0,0,0.017,1.588,0.133,36.557,38.681,36.690000000000005
64,64,32,0.1,0,0.005,1.222,0.104,5.891,7.597,5.995
64,64,32,1.0,0,0.005,1.212,0.103,36.821,38.525,36.924
64,128,32,0.1,0,0.011,1.34,0.114,5.876,7.714,5.99
64,128,32,1.0,0,0.009,1.334,0.114,36.741,38.578,36.855
64,256,32,0.1,0,0.021,1.594,0.134,5.943,8.066,6.077
64,256,32,1.0,0,0.019,1.586,0.134,36.387,38.506,36.521
